date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:41	349/349	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215d-6186118a-44e17c990025dd0d;gz%22	https://frenify.net/envato/frenify/html/resumo/1/svg/social/facebook.svg	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/svg/social/facebook.svg	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:41	1902/1902	---M-Z	200	added ('OK')	image/svg+xml	etag:%2276e-6186118a-74f446e36683a366;gz%22	https://frenify.net/envato/frenify/html/resumo/1/svg/social/instagram.svg	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/svg/social/instagram.svg	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:42	2849/2849	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b21-6186118a-1bb6fe51db8c12b1;gz%22	https://frenify.net/envato/frenify/html/resumo/1/svg/social/pinterest.svg	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/svg/social/pinterest.svg	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:42	2350/2350	---M-Z	200	added ('OK')	image/svg+xml	etag:%2292e-6186118a-37c29f5676a027bf;gz%22	https://frenify.net/envato/frenify/html/resumo/1/svg/social/behance.svg	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/svg/social/behance.svg	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:42	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22623c561f-4d7%22	https://frenify.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/pro/frenify.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:43	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-61861187-12dc18ef6bee3e07;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/jquery.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/jquery7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:43	12559/12559	---M-Z	200	added ('OK')	application/x-javascript	etag:%22310f-61861187-560a61d0c7314af7;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/typed.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/typed7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:44	44342/44342	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad36-61861187-36cc275312f23231;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/owl-carousel.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/owl-carousel7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:45	9195/9195	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223eb-61861187-efd258c9f833063a;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/waypoints.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/waypoints7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:45	57010/57010	---M-Z	200	added ('OK')	application/x-javascript	etag:%22deb2-61861187-a933551a98f4e07e;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/nicescroll.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/nicescroll7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:46	10045/10045	---M-Z	200	added ('OK')	application/x-javascript	etag:%22273d-6189022a-32a67a6702681e84;gz%22	https://frenify.net/envato/frenify/html/resumo/1/js/init.js?ver=4	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/js/init7dd3.js	(from https://frenify.net/envato/frenify/html/resumo/1/index.html)
15:20:46	2457/2457	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Dec%202019%2012:14:53%20GMT	https://frenify.net/envato/frenify/html/resumo/1/css/owl.video.play.png	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/css/owl.video.play.png	(from https://frenify.net/envato/frenify/html/resumo/1/css/owl-carousel.css?ver=4)
15:20:47	59/59	---MCZ	200	added ('OK')	text/html	date:Sun,%2003%20Apr%202022%2009:50:18%20GMT	https://frenify.net/envato/frenify/html/resumo/1/modal/contact.php	C:/My%20Web%20Sites/pro/frenify.net/envato/frenify/html/resumo/1/modal/contact.html	(from https://frenify.net/envato/frenify/html/resumo/1/js/init.js?ver=4)
